direction	ontology	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
down	BP	GO:0071695	anatomical structure maturation	44/1742	257/15715	0.171206225680934	1.54449244349935	3.1074517025822	0.00222978758479284	0.0175877271090701	0.0133082777764233	KCNIP2/PPARG/EPB42/ANGPTL8/EPAS1/MYOC/LEP/LGI4/CEBPA/S1PR1/TAL1/EDNRB/CDH5/CDKN1C/ALDH1A2/RECK/KCNE1/NPR2/HOXA5/CX3CL1/IGF1/KCNB1/LHX6/ZBTB16/ACVRL1/PTH1R/KDR/BMP2/KLF2/SCARF1/B4GALT6/GLDN/ADGRB3/CCL21/FZD5/SLC24A4/EDN1/C3/WNT10B/ACTN3/CX3CR1/SLC26A3/SOX10/RYR1	44
down	BP	GO:0051216	cartilage development	36/1742	200/15715	0.18	1.62382319173364	3.13489677065816	0.00227153588389817	0.0178915716991695	0.0135381908391419	GHR/TGFBR2/LEP/GPLD1/FGF2/NPR2/MEF2C/HOXA5/BMP3/PKDCC/ZBTB16/ACVRL1/MAF/MUSTN1/PTH1R/EFEMP1/BMP2/HOXA3/BMP6/CCN1/NFIB/SOX5/OGN/HYAL1/ZEB1/CCN3/CYTL1/ARID5A/EDN1/OSR1/MSX1/RARB/HAND2/WNT10B/WNT11/BMP5	36
down	BP	GO:0030212	hyaluronan metabolic process	10/1742	33/15715	0.303030303030303	2.73370907699266	3.52010070644649	0.00229349893143201	0.0179625022242803	0.0135918625344751	LYVE1/ITIH5/HAS3/STAB2/FGF2/HYAL1/HAS1/ITIH2/ITIH3/EGF	10
down	BP	GO:0034368	protein-lipid complex remodeling	10/1742	33/15715	0.303030303030303	2.73370907699266	3.52010070644649	0.00229349893143201	0.0179625022242803	0.0135918625344751	LPL/APOB/CETP/ABCA5/PCSK5/PLTP/PLA2G5/LIPC/MPO/PLA2G2A	10
down	BP	GO:0034369	plasma lipoprotein particle remodeling	10/1742	33/15715	0.303030303030303	2.73370907699266	3.52010070644649	0.00229349893143201	0.0179625022242803	0.0135918625344751	LPL/APOB/CETP/ABCA5/PCSK5/PLTP/PLA2G5/LIPC/MPO/PLA2G2A	10
down	BP	GO:0051968	positive regulation of synaptic transmission, glutamatergic	10/1742	33/15715	0.303030303030303	2.73370907699266	3.52010070644649	0.00229349893143201	0.0179625022242803	0.0135918625344751	OXTR/SHANK3/GRIN2B/STXBP1/RELN/NLGN1/EGFR/CCL2/PTGS2/NRXN1	10
down	BP	GO:0008360	regulation of cell shape	27/1742	138/15715	0.195652173913043	1.76502520840613	3.18710226762766	0.00230616361722839	0.018036216160129	0.0136476403804801	SYNE3/ITGA7/PALMD/EPB42/PALM2AKAP2/RHOQ/FERMT2/ANXA1/WDPCP/WASF3/RHOJ/PARVA/KIT/FGD4/CDC42EP2/KDR/EPS8/RHOU/PALM/SPTA1/FMNL2/DMTN/CCL13/FGD5/POPDC1/CCL2/CCL24	27
down	BP	GO:0003085	negative regulation of systemic arterial blood pressure	8/1742	23/15715	0.347826086956522	3.13782259272201	3.62258889048156	0.00237839137356348	0.0185227249528223	0.0140157717549143	ADRA1A/ADRB2/KL/ADRB3/ARHGAP42/TAC1/ADRB1/AGTR2	8
down	BP	GO:0014059	regulation of dopamine secretion	8/1742	23/15715	0.347826086956522	3.13782259272201	3.62258889048156	0.00237839137356348	0.0185227249528223	0.0140157717549143	SNCA/CXCL12/PRKN/KCNA2/HTR2A/SNCG/DRD2/CNR1	8
down	BP	GO:2000353	positive regulation of endothelial cell apoptotic process	8/1742	23/15715	0.347826086956522	3.13782259272201	3.62258889048156	0.00237839137356348	0.0185227249528223	0.0140157717549143	ANO6/ECSCR/RGCC/AKR1C3/CD248/F3/NGFR/CCL2	8
down	BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	9/1742	28/15715	0.321428571428571	2.89968427095293	3.55232845351091	0.00240114132360763	0.0185734428118857	0.0140541489342084	PPARG/FOXO1/CAV3/PI16/PPARA/ATP2B4/RGS2/MLIP/TRIM63	9
down	BP	GO:0043267	negative regulation of potassium ion transport	9/1742	28/15715	0.321428571428571	2.89968427095293	3.55232845351091	0.00240114132360763	0.0185734428118857	0.0140541489342084	CAV1/CASQ2/KCNAB1/KCNE1/CAV3/BIN1/HTR2A/ACTN2/NOS1	9
down	BP	GO:0050995	negative regulation of lipid catabolic process	9/1742	28/15715	0.321428571428571	2.89968427095293	3.55232845351091	0.00240114132360763	0.0185734428118857	0.0140541489342084	ACACB/PDE3B/HCAR2/CIDEC/GPLD1/CIDEA/ADRA2A/ALK/CNR1	9
down	BP	GO:0051497	negative regulation of stress fiber assembly	9/1742	28/15715	0.321428571428571	2.89968427095293	3.55232845351091	0.00240114132360763	0.0185734428118857	0.0140541489342084	MYOC/CORO2B/S1PR1/DLC1/PIK3R1/ARHGAP6/PHLDB2/MET/TMEFF2	9
down	BP	GO:0001894	tissue homeostasis	44/1742	258/15715	0.170542635658915	1.53850603867959	3.07935988197965	0.00240704186798554	0.0185734428118857	0.0140541489342084	CD34/LDB2/RBP4/PDK4/ADRB2/DMD/JAM2/NPHP3/ALDH1A1/S1PR1/PECAM1/CDH5/ANGPT1/ZEB2/CLDN5/CUBN/CDH23/TLR4/LCA5/YAP1/NXNL1/ESAM/PTH1R/LAMC1/IL6/LAMA2/VSTM4/JAM3/ATP1B2/NFIB/NT5E/RPE65/COL14A1/RP1L1/CYTL1/PPARGC1B/EGFR/ABCC6/PRKCA/TF/ALPL/BRINP1/PTGS2/TNFSF11	44
down	BP	GO:0060249	anatomical structure homeostasis	44/1742	258/15715	0.170542635658915	1.53850603867959	3.07935988197965	0.00240704186798554	0.0185734428118857	0.0140541489342084	CD34/LDB2/RBP4/PDK4/ADRB2/DMD/JAM2/NPHP3/ALDH1A1/S1PR1/PECAM1/CDH5/ANGPT1/ZEB2/CLDN5/CUBN/CDH23/TLR4/LCA5/YAP1/NXNL1/ESAM/PTH1R/LAMC1/IL6/LAMA2/VSTM4/JAM3/ATP1B2/NFIB/NT5E/RPE65/COL14A1/RP1L1/CYTL1/PPARGC1B/EGFR/ABCC6/PRKCA/TF/ALPL/BRINP1/PTGS2/TNFSF11	44
down	BP	GO:0045471	response to ethanol	25/1742	125/15715	0.2	1.80424799081515	3.18745860770976	0.00241028162610999	0.0185734428118857	0.0140541489342084	SLC2A4/CRHBP/CAT/CDO1/LEP/ADIPOQ/FGF2/ADCYAP1R1/CLDN5/KCNMB1/FOSB/FOS/PENK/TACR1/PPARA/GRIN2B/EPS8/RGS2/CSF3/ABCB11/MSTN/DRD2/IL13/CNR1/ARC	25
down	BP	GO:0030509	BMP signaling pathway	29/1742	152/15715	0.190789473684211	1.72115762281709	3.15448127614242	0.00241170041921689	0.0185734428118857	0.0140541489342084	CAV1/ACVR1C/PPARG/TGFBR2/CHRDL1/CDH5/EGR1/CRIM1/TMEM100/TGFBR3/SMAD9/RBPMS2/ACVRL1/KDR/BMP2/FSTL1/GPC3/SPART/BMP6/CCN1/SFRP1/GREM2/ZNF423/BMPER/MSX1/RGMA/DSG4/SOSTDC1/BMP5	29
down	BP	GO:0051048	negative regulation of secretion	30/1742	159/15715	0.188679245283019	1.70212074605203	3.14183968306488	0.00244747517511221	0.0188228153203845	0.014242844073286	ACVR1C/CRHBP/FOXO1/LEP/SPX/ANXA1/HADH/ADIPOQ/CRY2/FFAR4/PLA2R1/SNCA/PRKN/CD200/KCNB1/NMB/ACSL4/NRG1/CCN3/SFRP1/PDE8B/ADRA2A/EDN1/STXBP6/PTGER3/ADRA2B/EGF/DRD2/CNR1/FAM3D	30
down	BP	GO:0002791	regulation of peptide secretion	36/1742	201/15715	0.17910447761194	1.61574446938671	3.10212486684837	0.00247912567989026	0.0190398225692403	0.0144070490742712	ACVR1C/CRHBP/FOXO1/RBP4/LEP/HADH/NNAT/GPLD1/FFAR4/PRKN/PER2/RAPGEF3/KCNB1/PRKD1/IL6/FFAR3/TCF7L2/ACSL4/ECRG4/IRS2/CCN3/SFRP1/PDE8B/ADRA2A/EGFR/DOC2B/PRKCA/RASL10B/MYRIP/ADCY5/EPHA5/DRD2/GCK/CNR1/FAM3D/TNFSF11	36
down	BP	GO:0060395	SMAD protein signal transduction	18/1742	80/15715	0.225	2.02977898966705	3.26033853964399	0.00249185120202648	0.0191110856365655	0.0144609723975796	SPTBN1/PPARG/TGFBR2/ATOH8/LRP1/TGFBR3/FOS/SMAD9/ACVRL1/BMP2/JUN/BMP6/DAB2/NODAL/CCN3/BMPER/CITED1/BMP5	18
down	BP	GO:0006704	glucocorticoid biosynthetic process	6/1742	14/15715	0.428571428571429	3.8662456946039	3.78823050233572	0.00251011187419838	0.0191715844937053	0.0145067506605114	NR3C1/BMP2/DKK3/CYP11A1/CYP21A2/BMP5	6
down	BP	GO:0106072	negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	6/1742	14/15715	0.428571428571429	3.8662456946039	3.78823050233572	0.00251011187419838	0.0191715844937053	0.0145067506605114	MRAP/PDE2A/PDE3B/ARRDC3/ATP2B4/MRAP2	6
down	BP	GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus	6/1742	14/15715	0.428571428571429	3.8662456946039	3.78823050233572	0.00251011187419838	0.0191715844937053	0.0145067506605114	SPRY2/DAB2IP/DCN/ADGRA2/ATP2B4/SEMA6A	6
down	BP	GO:0006635	fatty acid beta-oxidation	17/1742	74/15715	0.22972972972973	2.07244701647687	3.26499159356244	0.00256890588117667	0.0195398945282917	0.0147854434226702	ACACB/ABCD2/LEP/HADH/ADIPOQ/MLYCD/ACAD11/ACAA2/PPARA/ACADL/ECHDC1/ACADS/EHHADH/IRS2/ABCB11/TWIST1/CNR1	17
down	BP	GO:0071260	cellular response to mechanical stimulus	17/1742	74/15715	0.22972972972973	2.07244701647687	3.26499159356244	0.00256890588117667	0.0195398945282917	0.0147854434226702	PDE2A/ATP1A2/AQP1/FGF2/HABP4/IL33/TLR4/PTGER4/BMP6/KCNJ2/TLR3/TNFRSF8/EGFR/PTGS2/ANKRD1/WNT11/IL13	17
down	BP	GO:0097006	regulation of plasma lipoprotein particle levels	17/1742	74/15715	0.22972972972973	2.07244701647687	3.26499159356244	0.00256890588117667	0.0195398945282917	0.0147854434226702	LPL/APOB/CD36/GPIHBP1/DGAT2/GPLD1/CETP/ADIPOQ/ABCA5/PCSK5/ABCA1/VLDLR/PLTP/PLA2G5/LIPC/MPO/PLA2G2A	17
down	BP	GO:0031652	positive regulation of heat generation	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	HTR2A/PTGER3/PTGS2/CNR1/TNFSF11	5
down	BP	GO:0048241	epinephrine transport	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	SLC29A4/SLC22A3/VIP/ADRA2A/ADRA2B	5
down	BP	GO:0061299	retina vasculature morphogenesis in camera-type eye	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	FZD4/ARHGEF15/RHOJ/NRP1/LAMA1	5
down	BP	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	PDE2A/PDE1B/ZFP36/NPR2/ZFP36L2	5
down	BP	GO:0097012	response to granulocyte macrophage colony-stimulating factor	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	PDE2A/PDE1B/ZFP36/NPR2/ZFP36L2	5
down	BP	GO:0097113	AMPA glutamate receptor clustering	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	CHRDL1/SHANK3/NLGN1/ZDHHC2/FRRS1L	5
down	BP	GO:0097688	glutamate receptor clustering	5/1742	10/15715	0.5	4.51061997703789	3.92091538082913	0.00259553929398826	0.0195547084037566	0.0147966527829479	CHRDL1/SHANK3/NLGN1/ZDHHC2/FRRS1L	5
down	BP	GO:0001954	positive regulation of cell-matrix adhesion	14/1742	56/15715	0.25	2.25530998851894	3.32265772750676	0.00260919374965619	0.0196043080512786	0.01483418383416	FERMT2/MYOC/CD36/ITGB1BP1/TEK/UTRN/CDH13/CX3CL1/PPM1F/NRP1/KDR/CCL28/SFRP1/CCL21	14
down	BP	GO:1902895	positive regulation of miRNA transcription	14/1742	56/15715	0.25	2.25530998851894	3.32265772750676	0.00260919374965619	0.0196043080512786	0.01483418383416	PPARG/KLF4/ATOH8/NR3C1/FGF2/EGR1/TEAD1/FOS/MYOCD/IL6/BMP2/JUN/NGFR/EGFR	14
down	BP	GO:0014910	regulation of smooth muscle cell migration	16/1742	68/15715	0.235294117647059	2.12264469507665	3.27569806206912	0.00262053355246341	0.0196345293909637	0.0148570517113343	DDR2/ADIPOQ/PDGFD/ADAMTS1/LRP1/MEF2C/TLR4/FOXO4/IGF1/MYOCD/TACR1/NRP1/PDGFA/SLIT2/NR4A3/SEMA6D	16
down	BP	GO:0008037	cell recognition	28/1742	146/15715	0.191780821917808	1.73010081311042	3.12933113341015	0.00262383882393221	0.0196345293909637	0.0148570517113343	ROBO4/CD36/PEAR1/PECAM1/ST6GALNAC6/NDN/CD209/ROBO3/NEXN/NRP1/FOLR2/CNTNAP3/EPHB1/NEDD9/SEMA5A/CCL21/PLA2G5/CFP/CLEC4M/EFNB3/CNTN6/C4BPA/CRTAC1/FEZF2/CNR1/PTX3/MYPN/SFTPA1	28
down	BP	GO:1902652	secondary alcohol metabolic process	28/1742	146/15715	0.191780821917808	1.73010081311042	3.12933113341015	0.00262383882393221	0.0196345293909637	0.0148570517113343	GPR146/CAT/LIPE/LEPR/APOB/GNAI1/LEP/CEBPA/CES1/FGF1/CETP/QKI/ACAA2/CUBN/ABCA5/CYP3A4/ABCA1/VLDLR/ACADL/SCARF1/CYP46A1/CYP11A1/ANGPTL3/CH25H/LIPC/CYP39A1/AKR1D1/SULT1C3	28
down	BP	GO:0019933	cAMP-mediated signaling	11/1742	39/15715	0.282051282051282	2.54445229473932	3.40966565176056	0.00265673581588688	0.019773959864554	0.0149625559337691	PDE2A/PDE3B/PDE1B/ADCYAP1R1/PDE1C/PDE11A/PDE7B/PDE1A/PDE8B/ADM/NRXN1	11
down	BP	GO:0046461	neutral lipid catabolic process	11/1742	39/15715	0.282051282051282	2.54445229473932	3.40966565176056	0.00265673581588688	0.019773959864554	0.0149625559337691	LIPE/LPL/APOB/GPIHBP1/PNPLA2/GPLD1/MGLL/AADAC/ABHD6/LIPC/CPS1	11
down	BP	GO:0046464	acylglycerol catabolic process	11/1742	39/15715	0.282051282051282	2.54445229473932	3.40966565176056	0.00265673581588688	0.019773959864554	0.0149625559337691	LIPE/LPL/APOB/GPIHBP1/PNPLA2/GPLD1/MGLL/AADAC/ABHD6/LIPC/CPS1	11
down	BP	GO:0099622	cardiac muscle cell membrane repolarization	11/1742	39/15715	0.282051282051282	2.54445229473932	3.40966565176056	0.00265673581588688	0.019773959864554	0.0149625559337691	KCNIP2/SCN4B/ANK2/KCNE1/CACNA2D1/CAV3/SCN2B/SCN5A/KCNJ2/KCNJ8/NOS1	11
down	BP	GO:0007173	epidermal growth factor receptor signaling pathway	29/1742	153/15715	0.189542483660131	1.70990822658953	3.115572336561	0.00266803779672631	0.0198314605668195	0.0150060655534797	DDR2/SPRY2/TYRO3/TEK/KIT/NPR2/CDH13/DAB2IP/ITGA1/FER/FLT4/EFEMP1/TIE1/KDR/EPHB1/NTRK2/PDGFRA/MET/EPHA2/SHC3/HBEGF/ADRA2A/EGFR/HAP1/PIGR/EGF/EPHA5/ALK/NTRK3	29
down	BP	GO:0000302	response to reactive oxygen species	34/1742	188/15715	0.180851063829787	1.63150084275839	3.0756131055414	0.0027326777622524	0.0202847365350596	0.0153490503210569	CAT/HBB/DDR2/HBA1/HBA2/TXNIP/CD36/ABCC9/PKD2/AQP1/ADCYAP1R1/PDGFD/FOS/FBLN5/FER/MB/TACR1/SOD3/CRYAB/IL6/KLF2/CYGB/SIRPA/PDGFRA/MET/HYAL1/MAP3K5/PPARGC1B/EDN1/HGF/MPO/APOD/HP/SCGB1A1	34
down	BP	GO:0032535	regulation of cellular component size	56/1742	349/15715	0.160458452722063	1.44753420466545	2.98525306528111	0.00283004889689279	0.0209794400177413	0.0158747184112224	SPTBN1/GSN/CFL2/PLXNA4/LMOD1/SEMA3G/ANO6/SCTR/KANK1/CLCN6/TMOD1/AQP1/CXCL12/DAAM2/KANK3/CYRIA/KANK2/PAK3/SHANK3/FER/CAV3/CDC42EP2/ESAM/PRKD1/NRP1/PLEKHH2/ADD3/BIN1/EPS8/SLIT2/SPART/SEMA3A/KIRREL1/SPTB/SEMA5A/TMOD2/GPRC5B/CSF3/CCL21/SPTA1/CAPZA3/MAP1B/PTPRS/DMTN/ACTN2/SVIL/TENM1/EDN1/SEMA6D/ISLR2/RGMA/CCL24/AQP4/LMOD3/ASB2/LMOD2	56
down	BP	GO:0005977	glycogen metabolic process	18/1742	81/15715	0.222222222222222	2.00471998979462	3.20092220244109	0.0028788421366923	0.0213126564058195	0.0161268565200696	SORBS1/GYG2/PYGM/LEPR/STBD1/GABARAPL1/PPP1R1A/GYS2/UGP2/GBE1/EPM2A/PER2/IGF1/IRS2/PPP1R3G/PYGL/GCK/PRKAG3	18
down	BP	GO:0001504	neurotransmitter uptake	12/1742	45/15715	0.266666666666667	2.40566398775354	3.33407908746704	0.0029024025855534	0.0214584297825248	0.0162371602891451	ATP1A2/SLC29A4/SNCA/PRKN/PER2/SLC22A3/SLC1A3/SLC1A7/GPM6B/NOS1/DRD2/SLC6A2	12
down	BP	GO:0006805	xenobiotic metabolic process	24/1742	120/15715	0.2	1.80424799081515	3.12255817524902	0.00291063989013788	0.0214906766855054	0.0162615608691423	ACSL1/GLYAT/CYP3A7/ALDH2/AOC2/CYP2U1/FMO2/ABCB1/AKR1C1/CYP3A4/CYP26B1/AADAC/AOX1/CYP1A1/CYP46A1/ACSM2B/ABCB11/NOS1/SULT1C4/CYP3A5/ACSM1/SLCO1A2/SLC28A3/SULT1C3	24
down	BP	GO:0046326	positive regulation of D-glucose import	10/1742	34/15715	0.294117647058824	2.65330586884582	3.40744150193396	0.00293125319633908	0.0215567625645891	0.0163115667187039	SORBS1/RHOQ/KLF15/ADIPOQ/IGF1/PIK3R1/GPC3/IRS2/ITLN1/CLTCL1	10
down	BP	GO:0050931	pigment cell differentiation	10/1742	34/15715	0.294117647058824	2.65330586884582	3.40744150193396	0.00293125319633908	0.0215567625645891	0.0163115667187039	EDNRB/ZEB2/KIT/MEF2C/ADAMTSL4/MITF/ADAMTS9/EDN3/CITED1/SOX10	10
down	BP	GO:0098810	neurotransmitter reuptake	10/1742	34/15715	0.294117647058824	2.65330586884582	3.40744150193396	0.00293125319633908	0.0215567625645891	0.0163115667187039	ATP1A2/SLC29A4/SNCA/PRKN/PER2/SLC22A3/GPM6B/NOS1/DRD2/SLC6A2	10
down	BP	GO:0090087	regulation of peptide transport	36/1742	203/15715	0.177339901477833	1.59982580466368	3.03711954338241	0.00294368967303195	0.0216171215595729	0.0163572391507679	ACVR1C/CRHBP/FOXO1/RBP4/LEP/HADH/NNAT/GPLD1/FFAR4/PRKN/PER2/RAPGEF3/KCNB1/PRKD1/IL6/FFAR3/TCF7L2/ACSL4/ECRG4/IRS2/CCN3/SFRP1/PDE8B/ADRA2A/EGFR/DOC2B/PRKCA/RASL10B/MYRIP/ADCY5/EPHA5/DRD2/GCK/CNR1/FAM3D/TNFSF11	36
down	BP	GO:0048754	branching morphogenesis of an epithelial tube	29/1742	154/15715	0.188311688311688	1.69880492641687	3.07694821596501	0.00294725769144042	0.0216171215595729	0.0163572391507679	TGFBR2/SPRY2/PKD2/FGF1/NOTCH4/FGF2/SPRY1/HOXA5/CAV3/YAP1/NRP1/TIE1/RASIP1/KDR/BMP2/GPC3/SLIT2/PTCH1/TCF21/MET/EPHA2/HHIP/LGR4/EDN1/WNT9B/LAMA1/EGF/CITED1/AGTR2	29
down	BP	GO:0007584	response to nutrient	30/1742	161/15715	0.186335403726708	1.68097638895822	3.06652539148495	0.00297549021637041	0.0217953675690541	0.0164921143050163	ACACB/CAT/LPL/PPARG/ACSL1/LEP/MLXIPL/KL/ADIPOQ/MLYCD/ALDH1A2/KAT2B/KANK2/AKR1C3/PENK/ABCA1/CYP26B1/PPARA/FOLR2/CYP1A1/CCL28/SFRP1/A2M/MAP1B/PLD1/EGFR/ALPL/ABCG8/PTGS2/CNR1	30
down	BP	GO:0071277	cellular response to calcium ion	17/1742	75/15715	0.226666666666667	2.04481438959051	3.20238853888813	0.00298591801715053	0.0218141177932802	0.0165063022208751	CRHBP/ABCC9/MICU3/PKD2/RYR3/FOSB/MEF2C/AKR1C3/FOS/KCNB1/SCN5A/CAPN3/CPNE8/NLGN1/EDN1/NRXN1/RYR1	17
down	BP	GO:0071496	cellular response to external stimulus	17/1742	75/15715	0.226666666666667	2.04481438959051	3.20238853888813	0.00298591801715053	0.0218141177932802	0.0165063022208751	PDE2A/ATP1A2/AQP1/FGF2/HABP4/IL33/TLR4/PTGER4/BMP6/KCNJ2/TLR3/TNFRSF8/EGFR/PTGS2/ANKRD1/WNT11/IL13	17
down	BP	GO:0043116	negative regulation of vascular permeability	7/1742	19/15715	0.368421052631579	3.32361471992265	3.5782365268859	0.00306519386964224	0.022236057516557	0.0168255754849786	PDE2A/FERMT2/AKAP12/ANGPT1/CLDN5/SLIT2/ADM	7
down	BP	GO:0051580	regulation of neurotransmitter uptake	7/1742	19/15715	0.368421052631579	3.32361471992265	3.5782365268859	0.00306519386964224	0.022236057516557	0.0168255754849786	ATP1A2/SNCA/PRKN/PER2/GPM6B/NOS1/DRD2	7
down	BP	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	7/1742	19/15715	0.368421052631579	3.32361471992265	3.5782365268859	0.00306519386964224	0.022236057516557	0.0168255754849786	DMD/CASQ2/TRDN/JPH2/CLIC2/HRC/JPH4	7
down	BP	GO:0097254	renal tubular secretion	7/1742	19/15715	0.368421052631579	3.32361471992265	3.5782365268859	0.00306519386964224	0.022236057516557	0.0168255754849786	NPR1/SPX/EDNRB/SLC22A12/ABCG2/EDN1/DRD2	7
down	BP	GO:0097623	potassium ion export across plasma membrane	7/1742	19/15715	0.368421052631579	3.32361471992265	3.5782365268859	0.00306519386964224	0.022236057516557	0.0168255754849786	KCNIP2/ANO6/KCNE1/KCNA2/KCNB1/KCNT2/KCNIP1	7
down	BP	GO:0046847	filopodium assembly	16/1742	69/15715	0.231884057971014	2.09188172848134	3.20937969942948	0.00306773381427703	0.022236057516557	0.0168255754849786	RHOQ/DOCK11/DAAM2/FGD4/PIK3R1/NRP1/PPP1R16B/PALM/CCL21/DMTN/NLGN1/TENM2/TENM1/FGD5/ARHGEF4/NRXN1	16
down	BP	GO:0072132	mesenchyme morphogenesis	14/1742	57/15715	0.245614035087719	2.2157431466151	3.24663699990013	0.00311265984709314	0.0225322439322865	0.0170496937618706	ADAMTS5/TGFBR2/TMEM100/ACTA2/ACVRL1/BMP2/OSR1/MSX1/ACTG2/TWIST1/WNT11/BMP5/ACTA1/ACTC1	14
down	BP	GO:0033674	positive regulation of kinase activity	38/1742	218/15715	0.174311926605505	1.5725097167655	3.00545280457147	0.0031231276896914	0.0225785437279515	0.0170847278818499	MMD/DDR2/GHR/ADRB2/LEP/FGF1/ADIPOQ/ITGB1BP1/FGF2/ANGPT1/SNCA/CAMK1/RGCC/DAB2IP/TLR4/IGF1/PDGFA/PROX1/RELN/SASH1/CCN1/NEDD9/GPRC5B/ELANE/NRG1/MAP3K5/TLR3/ADRA2A/CCND2/TENM1/EDN1/EGFR/CRIPTO/ADRA2B/EDN3/IL34/NTRK3/TNFSF11	38
down	BP	GO:0007588	excretion	9/1742	29/15715	0.310344827586207	2.79969515816145	3.42503064843907	0.00314404765241856	0.0226706687030701	0.0171544369893099	NPR1/SPX/EDNRB/SCN11A/TACR1/SLC22A12/ABCG2/EDN1/DRD2	9
down	BP	GO:0099625	ventricular cardiac muscle cell membrane repolarization	9/1742	29/15715	0.310344827586207	2.79969515816145	3.42503064843907	0.00314404765241856	0.0226706687030701	0.0171544369893099	SCN4B/ANK2/KCNE1/CACNA2D1/CAV3/SCN2B/SCN5A/KCNJ8/NOS1	9
down	BP	GO:0072170	metanephric tubule development	8/1742	24/15715	0.333333333333333	3.00707998469192	3.47430234839504	0.0032252838771912	0.0232262325961366	0.0175748209630678	PKD2/AQP1/YAP1/CXCR2/LGR4/WNT9B/OSR1/POU3F3	8
down	BP	GO:0051261	protein depolymerization	24/1742	121/15715	0.198347107438017	1.78933685039519	3.07750607468906	0.00325813670703536	0.0234323839695344	0.0177308115424165	SPTBN1/GSN/CFL2/LMOD1/TMOD1/PLEKHH2/ADD3/EPS8/SPTB/SEMA5A/TMOD2/SPTA1/CAPZA3/MAP1B/DMTN/ACTN2/SVIL/MID1/GAS2L2/SLN/LMOD3/ASB2/TRIM54/LMOD2	24
down	BP	GO:0030178	negative regulation of Wnt signaling pathway	31/1742	169/15715	0.183431952662722	1.65478366021508	3.02172177454037	0.00328515722524011	0.0235961098626379	0.0178546996179535	CAV1/IGFBP6/FOXO1/RBMS3/NPHP3/SOX17/EGR1/APCDD1/TMEM88/PRKN/JADE1/TMEM170B/LRP1/DAB2IP/TCF7L2/BMP2/TLE4/GPC3/DAB2/DKK3/TRABD2B/SFRP1/TBX18/APCDD1L/IGFBP1/CITED1/SOSTDC1/WNT11/WIF1/DKK4/SOX10	31
down	BP	GO:0120178	steroid hormone biosynthetic process	11/1742	40/15715	0.275	2.48084098737084	3.31098541466994	0.00330364668183998	0.0236675979984531	0.0179087932460413	NR3C1/EGR1/HSD17B11/BMP2/BMP6/DAB2/DKK3/CYP11A1/CYP21A2/ADM/BMP5	11
down	BP	GO:1901016	regulation of potassium ion transmembrane transporter activity	11/1742	40/15715	0.275	2.48084098737084	3.31098541466994	0.00330364668183998	0.0236675979984531	0.0179087932460413	FHL1/CAV1/CASQ2/ANK2/KCNAB1/KCNE1/AKAP6/LRRC38/ATP1B2/ACTN2/FXYD2	11
down	BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	25/1742	128/15715	0.1953125	1.76196092853042	3.05618077673238	0.00335986923838828	0.0240393224862749	0.0181900696559806	NMUR1/ADRA1A/PLPP1/S1PR1/EDNRB/FFAR4/LHCGR/P2RY12/PRKD1/TACR1/CXCR2/PTH1R/HTR2A/ACTN2/ADRA2A/EDN1/MAS1/PLCH2/DGKI/SELE/PTGER3/CX3CR1/DRD2/DGKB/NRXN1	25
down	BP	GO:0033555	multicellular organismal response to stress	20/1742	95/15715	0.210526315789474	1.89920841138437	3.1038753279458	0.00339941510791294	0.0242909236770325	0.0183804511938971	ATP1A2/EDNRB/SCN9A/ADCYAP1R1/MEF2C/SCN11A/SCN3A/PENK/TACR1/RELN/DPP4/GNG7/PDE8B/ADRA2A/NOS1/BRINP1/HCN1/TAC1/ADRB1/SLC6A2	20
down	BP	GO:0007266	Rho protein signal transduction	26/1742	135/15715	0.192592592592593	1.73742399115533	3.03824673951054	0.00344136096897437	0.024527437754451	0.0185594166179568	ARHGAP20/FERMT2/DOCK11/MYOC/KANK1/DLC1/TEK/RHOJ/CDH13/KANK2/CDC42EP2/ABCA1/STARD8/NRP1/BCL6/RASIP1/EPS8/CTNNAL1/ARHGEF28/RHOU/ARHGAP6/ABRA/MET/NGFR/ADRA2A/ARHGAP42	26
