gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000174371.16	EXO1	473.745696304742	3.40235700878139	0.12241650311431	2.52575350575288e-171	4.05864001393458e-169
ENSG00000066279.17	ASPM	1073.12193064909	3.47530435496615	0.124984843489404	3.62904331249301e-171	5.78036565510947e-169
ENSG00000105664.10	COMP	4375.72306855357	4.51723781721593	0.1628655518886	4.75520419485902e-171	7.50826067567391e-169
ENSG00000165810.16	BTNL9	559.547210555171	-3.99764491246028	0.143540354916025	6.51447619773552e-171	1.01974016205588e-168
ENSG00000156970.12	BUB1B	697.904644754854	2.92253922442633	0.105342977881249	1.1833266020621e-170	1.83648243079004e-168
ENSG00000099260.10	PALMD	1424.27909437376	-2.90940773747201	0.104847454982514	2.47552744079287e-170	3.80937519236584e-168
ENSG00000283683.1	RP3-454G6.2	5.8441757964413	-3.45690241565004	0.186552103873752	3.97733141599561e-168	6.06893981946624e-166
ENSG00000135127.11	BICDL1	796.326488750132	2.74403801116409	0.0997176524765347	1.64169227829573e-167	2.48415403244116e-165
ENSG00000149090.11	PAMR1	429.740373274537	-3.52128931572852	0.127819534452297	2.36072127497894e-167	3.54264271992295e-165
ENSG00000116678.19	LEPR	747.848810079784	-2.79336879840061	0.101467384245757	2.79612248896359e-167	4.1616387011968e-165
ENSG00000165474.5	GJB2	1475.89951788802	4.28767557758692	0.156563059241324	7.30675513182879e-167	1.07866715190038e-164
ENSG00000146670.9	CDCA5	954.021462855173	3.08330461565061	0.111900002776032	2.06131247912375e-166	3.01849290289751e-164
ENSG00000187730.8	GABRD	127.560679020792	3.2132950468915	0.117769864986594	3.15286548012555e-166	4.57997851104958e-164
ENSG00000080986.12	NDC80	527.285964644328	3.18049789030643	0.116399012317148	1.98562989408232e-165	2.86151330291642e-163
ENSG00000134690.10	CDCA8	764.671245053672	3.0000877403214	0.109948888015436	2.37238819613488e-165	3.39195471381237e-163
ENSG00000109674.3	NEIL3	112.72281533872	3.36074164774465	0.123021154226768	3.33399454649214e-165	4.72958382618783e-163
ENSG00000011426.10	ANLN	1512.98372612426	3.32414255814111	0.122026086702366	5.13118901247093e-165	7.22264574329048e-163
ENSG00000089685.14	BIRC5	1570.15016059809	3.56229914925643	0.130548802089251	1.09450097479864e-164	1.52876528464567e-162
ENSG00000108381.10	ASPA	85.8263351924771	-3.63158415640364	0.13292878802961	1.11767460845002e-164	1.54921645345309e-162
ENSG00000157456.7	CCNB2	793.295004013899	3.06500051791546	0.11267268306611	1.80598450704413e-164	2.48432323325056e-162
ENSG00000115459.17	ELMOD3	990.769099794231	-1.51805433658602	0.0556620961938935	2.07801993937471e-164	2.83704406459895e-162
ENSG00000196611.4	MMP1	1134.84618835374	6.54269275652188	0.241731027363034	9.03603674950154e-164	1.22445041266753e-161
ENSG00000174804.3	FZD4	2901.88401021508	-2.54239390041785	0.0933865231032165	1.29491463502176e-163	1.74170814390556e-161
